	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
1	8806	4,034e+004	107,6	182,9	75,32	77,48	149,9	119,9	7,411	59,04	112,5	113,1	7,411	375,0	65,33	1,051	3,092e+005	1,024e+004	-1,158e+004	2622	-3054	117,9	92,12	164,7	76,00	1,162e+004	2813	0,7579	13,14
2	8418	3,949e+004	105,3	180,4	75,12	76,85	150,8	121,7	8,656	60,22	113,0	112,6	10,18	375,0	65,39	1,069	3,105e+005	1,019e+004	-1,201e+004	2752	-2772	9,538	94,15	161,0	75,44	1,125e+004	2832	0,7483	13,86
3	8638	3,958e+004	104,9	173,8	68,85	70,43	147,6	120,3	8,273	58,99	112,0	111,9	10,41	377,4	66,91	1,066	2,654e+005	9798	-1,035e+004	2270	-3074	114,3	90,93	156,8	69,07	1,065e+004	2014	0,8109	13,75
4	8690	3,670e+004	97,25	155,4	58,17	58,70	133,3	115,0	7,904	55,20	107,1	106,5	10,02	377,4	63,56	1,096	8,945e+004	8902	-8963	1258	-3611	10,02	88,92	153,0	59,76	9820	1130	0,8850	14,19
5	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 
6	5633	2,907e+004	77,53	128,7	51,16	52,36	100,7	100,2	10,42	47,73	89,78	92,13	16,10	375,0	60,92	1,188	9,401e+004	6331	-6625	2452	-2434	17,44	79,07	127,3	51,28	6163	529,9	0,9140	19,37
7	4219	2,469e+004	65,42	117,7	52,30	53,48	92,32	95,23	11,05	45,88	84,18	88,71	16,96	377,4	57,89	1,356	8,371e+004	5579	-5900	2211	-2698	16,75	70,74	113,0	52,40	4813	593,8	0,8766	23,63
8	3840	2,339e+004	61,98	113,0	51,04	51,80	94,13	91,03	11,34	44,39	79,69	84,15	16,97	377,4	60,76	1,358	5,639e+004	5627	-5531	2459	-2630	16,63	29,09	102,0	51,57	4494	654,9	0,8543	25,69
9	3743	2,341e+004	62,44	110,7	48,30	49,40	91,15	87,77	11,53	42,79	76,24	79,40	16,72	375,0	61,23	1,272	5,615e+004	5319	-5073	2460	-2170	16,72	31,44	102,0	48,30	4215	472,1	0,8880	28,21
10	3226	2,493e+004	59,84	110,7	50,86	54,58	86,02	81,51	10,40	41,35	71,11	73,83	15,75	416,7	62,52	1,234	6,485e+004	4430	-4930	2259	-2233	15,75	26,82	95,71	51,13	3667	441,4	0,8796	18,87
11	2522	1,720e+004	50,44	99,03	48,59	50,66	71,28	76,86	10,88	35,11	65,99	71,87	10,88	340,9	56,28	1,425	4,901e+004	3993	-4164	1540	-2205	15,38	28,33	89,63	48,88	2872	350,1	0,8781	32,61
12	2133	1,742e+004	46,15	93,35	47,20	47,77	82,29	72,67	11,64	35,72	61,03	66,51	16,12	377,4	52,01	1,441	4,060e+004	3795	-3836	1520	-2225	15,45	49,41	88,74	48,05	2418	285,4	0,8820	21,27
13	1878	1,540e+004	41,06	86,49	45,43	46,73	79,98	69,32	11,62	34,26	57,70	62,88	16,23	375,0	49,08	1,532	2,034e+004	3596	-3685	1125	-1693	14,39	28,15	83,66	45,85	2077	199,5	0,9040	23,07
14	1337	1,262e+004	32,61	76,81	44,20	47,49	75,76	65,03	11,58	32,96	53,45	59,17	16,07	387,1	42,85	1,814	2,427e+004	3282	-3330	1125	-1140	20,76	30,69	76,11	44,23	1462	125,3	0,9143	23,99
15	1358	1,230e+004	32,39	75,79	43,40	47,35	69,73	63,02	11,84	32,13	51,18	57,33	14,51	379,7	42,78	1,770	2,068e+004	3275	-3111	1035	-1394	19,88	31,42	75,70	43,66	1423	65,16	0,9542	23,41

	SW (mmHg*킠)	CO (킠/min)	SV (킠)	Vmax (킠)	Vmin (킠)	Ves (킠)	Ved (킠)	Pmax (mmHg)	Pmin (mmHg)	Pmean (mmHg)	Pdev (mmHg)	Pes (mmHg)	Ped (mmHg)	HR (bpm)	EF (%)	Ea (mmHg/킠)	PowMax (mmHg*킠/s)	dP/dt max (mmHg/s)	dP/dt min (mmHg/s)	dV/dt max (킠/s)	dV/dt min (킠/s)	P@dV/dt max (mmHg)	P@dP/dt max (mmHg)	V@dP/dt max (킠)	V@dP/dt min (킠)	PVA (mmHg*킠)	PE (mmHg*킠)	CE	Tau (ms)
Avg	4603	2,547e+004	67,49	121,8	54,28	56,08	101,8	91,39	10,32	44,70	81,06	84,29	13,88	377,6	57,68	1,334	1,060e+005	6026	-6363	1935	-2381	30,07	55,09	113,5	54,69	5496	893,4	0,8676	21,08
Min	1337	1,230e+004	32,39	75,79	43,40	46,73	69,73	63,02	7,411	32,13	51,18	57,33	7,411	340,9	42,78	1,051	2,034e+004	3275	-1,201e+004	1035	-3611	9,538	26,82	75,70	43,66	1423	65,16	0,7483	13,14
